,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
2953,"What kind of store did Ned Flanders open in the Simpsons episode When Flanders Failed?
",A store for left-handers,An organic food store,A bible superstore,He never opened a store.,A store for left-handers
2954,"What is Lisas teachers name on the TV show The Simpsons?
",Mrs Krabappel,Miss Wasner,Miss Hoover,Ms Albright,Miss Hoover
2955,"What is the name of Krustys father on the animated sitcom The Simpsons?
",Krusty Sr.,Hyman Krustofski,Herbert Powell,Dewey Largo,Hyman Krustofski
2956,"One of Homers friends on the TV show The Simposns is Apu. What is the correct spelling of Apus last name?
",Nahasapeemapetilon,Nhaahasapeeemepetiloin,Gnahasepeemapetilon,Nahasepimepetaloin,Nahasapeemapetilon
2957,"Who was Le Grand Cigar supposedly buried with in the animated sitcom Futurama?
",George Burns,King George III,Bob Hope,Queen Elizabeth,George Burns
2958,"In the episode of Futurama, titled 300 Big Boys, what does Dwight want to do with the penny thats left over from Hermes tax rebate?
",Sell it on eBay,Buy 10 shares of Planet Express,Buy 5 shares of Amazon.com,Buy out Planet Express,Buy 5 shares of Amazon.com
2959,"Which of these characters has a speaking part in the most episodes of Futurama?
",LaBarbara Conrad,The Robot Devil,Cubert Farnsworth,Dwight Conrad,LaBarbara Conrad
2960,"Which character from Futurama has been seen playing the organ or piano on more than one occasion?
",Amy,Bender,Scruffy,Hermes,Hermes
2961,"Jennifer Love Hewitt stars as the main character in the television fantasy drama Ghost Whisperer. What is her name in the show?
",Melinda Clancy,Melinda Gray,Melinda Green,Melinda Gordon,Melinda Gordon
2962,"What is the name of Melindas partner at her store in the first season of the TV series Ghost Whisperer?
",Sarah,Lisa,Andrea,Amy,Andrea
2963,"Jennifer Love Hewitt, the star of the show Ghost Whisperer, took part in this popular television show on FOX.
",Party of Five,Dallas,Beverly Hills 90210,Melrose Place,Party of Five
2964,"On the show Ghost Whisperer, Melindas husband Jim is a police officer.
",False,True,,,False
2965,"On the show Ghost Whisperer, Melinda and her grandmother are the only ones in the family that can see the spirits.
",False,True,,,False
2966,"What actor from the popular television show Married with Children guest-starred in an episode of the Ghost Whisperer?
",Christina Applegate,Katey Sagel,Ed ONeill,David Faustino,Katey Sagel
2967,"In what year did the fantasy drama Ghost Whisperer premiere?
",2005,2003,2006,2004,2005
2968,"Actors from the popular HBO show Sex and the City guest-starred in two episodes of Ghost Whisperer鈥檚 first season.
",False,True,,,True
2969,"What actor played the part of Bub on the long running television series My Three Sons?
",William Demarest,William Frawley,Fred MacMurray,Joe E. Ross,William Frawley
2970,"What is Pepe Le Pews date of birth?
",1/6/1955,12/25/1948,1/6/1945,1/6/1965,1/6/1945
2971,"Who was the original voice of the cartoon skunk Pepe Le Pew?
",Greg Burson,Jerry Orbach,Mel Blanc,Maurice LaMarche,Mel Blanc
2972,"Which character is lucky enough to be Pepe Le Pews principal love interest?
",Michelle Matese,Claire Des Lune,Penelope Pussycat,Fifi  La Fume,Penelope Pussycat
2973,"Who is the student in the Pepe Le Pew cartoons?
",Michelle  Maltese,Penelope Pussycat,Teddie Cat,Fifi La Fume,Fifi La Fume
2974,"Who is Pepe Le Pews major rival?
",Bugs Bunny,Sylvester,Taz,Teddy Pierce,Sylvester
2975,"Which of these was not an inspiration for the creation of Pepe Le Pew?
",Charles Boyer,Felix the Cat,Yves Montand,Tedd Pierce,Felix the Cat
2976,"Which was Pepe Le Pews first movie?
",Little Beau Pepe,For Scenta-mental Reasons,Carrotoblanca,Odor-able Kitty,Odor-able Kitty
2977,"What was the name of the building in which Looney Tunes were  first created from 1935-1937?
",Warner Plaza,The Merry Melody Mansion,The Iron Clad Building,Termite Terrace,Termite Terrace
2978,"In the French version of Pepe Le Pew, Pepe is an Italian skunk.
",False,True,,,True
2979,"In one cartoon short, Pepe Le Pew is able to lose his odor by locking himself in a perfume factory for  three days.
",True,False,,,False
2980,"What was the setting for Pepe Le Pews first movie?
",It was never mentioned.,France,The USA,Italy,The USA
2981,"What was Martins last name on the 90s show Martin?
",Pain,Blaine,Payne,Paine,Payne
2982,"On the Martin show, what did Tommy do for a living?
",Male exotic dancer,Shoe salesman,Nothing,Insurance agent,Nothing
2983,"What was the name of Martins girlfriend and eventual wife on the popular sitcom Martin?
",Gina,Lina,Tina,Rena,Gina
2984,"On the 90s sitcom Martin, Martins two closest friends were Tim and Calvin.
",True,False,,,False
2985,"Phoney Braxton and Mariah Scary were just two of the names that Martin called his neighbor and Ginas best friend. What was the name of this character from the 鈥淢artin鈥 show?
",Patricia,Patrice,Pam,Paige,Pam
2986,"On the 鈥淢artin鈥 show, one of Martins alter-egos was the ghetto girl who lived across the hall from him. What was her name?
",Shaniqua,Laquita,Bonquisha,Sheneneh,Sheneneh
2987,"What was the name of the man from the 鈥淢artin鈥 show who always said, Whats up, chief? and always had odd items hidden inside of his coat?
",Hustle Man,Broke Man,Flim Flam Man,Stutta Man,Hustle Man
2988,"On the 鈥淢artin鈥 show, what was the name of Martins neighbor who lived on the fifth floor and would come into Martins apartment through the faaaahscape (firescape)?
",Jerome,Bruh Man,Stutta Man,Otis,Bruh Man
2989,"What was the name of the club Martin and his friends hung out at on the popular 90s sitcom Martin?
",Tipseys Club,Pipseys Club,Ripleys Club,Nipseys Club,Nipseys Club
2990,"Where was Oprah Winfrey born?
",New York,Georgia,California,Mississippi,Mississippi
2991,"Oprah Winfreys grandmother taught her to read before the age of three.
",False,True,,,True
2992,"Oprah Winfrey hosted a morning talk show called AM Chicago.
",False,True,,,True
2993,"When did The Oprah Winfrey Show first air?
",1980,1984,1986,1982,1986
2994,"In 1993, this celebrity gave a rare prime- time interview to Oprah Winfrey.
",Cyndi Lauper,Madonna,none of these,Michael Jackson,Michael Jackson
2995,"What is the name of the store in The Simpsons from which Homer buys the personalized talking astrolobe?
",Miscelaneous Etc.,Things Unnecessary,Constingtons,Abercrombie  Rich,Things Unnecessary
2996,"From what Christmas special does Homer Simpson learn the true meaning of Christmas?
",Mr. McGrews Christmas Carol,The Star Trek Christmas Carol,The Year Santa Got Lost,Christmas With the California Prunes,Mr. McGrews Christmas Carol
2997,"Homer Simpson decides to steal everyones Christmas presents after this character gave him the idea.
",Bart,Ned,Lisa,Buddha,Lisa
2998,"In The Simpsons episode, entitled Skinners Sense of Snow, the snow storm is described on the radio as what?
",A Christmas Kill Storm,A Class Three Kill Storm,A classic nor easter meeting a classic sou wester,A Winter Wonderland,A classic nor easter meeting a classic sou wester
2999,"In Tis the Fifteenth Season, the seventh Christmas episode of The Simpsons, according to Bart, even what cant ruin Christmas this time?
",Moes Annual Suicide Attempt,Lisas Annual Commercialization Protest,Homers Annual Christmas Morning Hangover,Snakes Annual Robbery,Moes Annual Suicide Attempt
3000,"In Simpsons Christmas Stories, in the segment The Nutcracker... Sweet, Apu says that all he has left after the Christmas rush is what?
",silly straws,His tofu dogs,Salmonela infested Chicken,jerky made from trout,jerky made from trout
3001,"Which two of Rorys loves on Gilmore Girls told her that her current boyfriend wasnt good enough for her?
",They never commented on other boyfriends?,Dean and Logan,Jess and Logan,Dean and Jess,Dean and Jess
3002,"Which of Rory Gilmores loved ones did not have the pleasure of sleeping with her on the TV show Gilmore Girls?
",Logan,Dean,Jess,She slept with all of them.,Jess
3003,"Which of Rory Gilmores loves gave her a car for her 17th birthday?
",Logan,None of these,Jess,Dean,Dean
3004,"On the TV show Gilmore Girls, which of Rorys boyfriends wrecked her car (and her according to her mother)?
",Logan,Dean,Jess,None of these,Jess
3005,"Gilmore Girls character Rory never broke up with her boyfriends, they all broke up with her.
",True,False,,,True
3006,"Which of Rory Gilmores loves was a published author towards the end of the series Gilmore Girls?
",Jess,Logan,Dean,None of these,Jess
3007,"On the TV show Gilmore Girls Dean broke up with Rory twice. The first time was because he said I love you and Rory didnt respond.
",False,True,,,True
3008,"In the series Gilmore Girls, only one of Rorys loves seemed to have any actual friends (rather than acquaintances). Which was the popular fellow?
",None of these,Dean,Logan,Jess,Logan
3009,"Which of Rorys boyfriends in the series Gilmore Girls graduated from college?
",Jess,Logan,All of these,Dean,Logan
3010,"What was the name of the first vampire Buffy killed in the Buffy the Vampire Slayer series?
",Luke,Thomas,Michael,Peter,Thomas
3011,"In Buffy the Vampire Slayer, what was the name of the high school in Los Angeles Buffy was kicked out of?
",Hemery High,Hollywood High,Beverly Hills High,Hillcrest High,Hemery High
3012,"What was the name of the witch from the episode Witch from the first season of Buffy the Vampire Slayer?
",Cordelia Chase,Catherine Madison,Willow Rosenburg,Amy Madison,Catherine Madison
3013,"In the Buffy the Vampire Slayer episode Teachers Pet, what kind of giant insect was Ms. Natalie French?
",Wasp,Praying mantis,Spider,Grasshopper,Praying mantis
3014,"Where did Buffys mom, Joyce, first meet Mr. Giles in the Buffy the Vampire Slayer series?
",In the library,In the hospital,At Back to School Night,At Buffys house,In the hospital
3015,"In the Buffy the Vampire Slayer series, Jenny Calendar is a computer teacher at Sunnydale.
",True,False,,,True
3016,"Sid the Dummy was a demon slayer cursed by which demonic organization on the Buffy the Vampire Slayer?
",The Witches of the Apocalypse,The Sisterhood of Sledge,The Brotherhood of Seven,The Doomsday Demons,The Brotherhood of Seven
3017,"In the Buffy the Vampire Slayer episode Nightmares, which of these was NOT one of Buffys fears?
",Not being prepared for a test,Becoming a vampire,Being at fault for her parents divorce,Having to sing in public,Having to sing in public
3018,"In the Buffy the Vampire Slayer, what does Buffy do when she first finds out about the prophecy concerning her death and the Master?
",She goes to fight the Master,She punches Giles,She dies,She quits slaying,She quits slaying
3019,"Name the Voyager crew member who said, Personally, I dont go out with girls from other galaxies.
",Chakotay,Neelix,Harry Kim,Tom Paris,Tom Paris
3020,"What Voyager crew member said, Sometimes I think everyone on this ship has been possessed by alien hormones.?
",Neelix,Janeway,Torres,Doctor,Doctor
3021,"What is the name of the actress who plays Lorelai in the series Gilmore Girls?
",Alexis Bledel,Melissa McCarthy,Nicole Kidman,Lauren Graham,Lauren Graham
3022,"Who sings the Gilmore Girls theme song?
",Carole King and her daughter Louise,The Plain White Ts,Lauren Graham and Alexis Bledel,Louise King and her daughter Jane,Carole King and her daughter Louise
3023,"Milo Ventamiglia played Rorys boyfriend Dean on the TV show Gilmore Girls.
",True,False,,,False
3024,"Which college did Gilmore Girls character Rory attend after much debate over its pros and cons?
",Cornell,Harvard,Princeton,Yale,Yale
3025,"Kelly Bishop, who plays Emily Gilmore on Gilmore Girls, was in the box-office hit Dirty Dancing.
",True,False,,,True
3026,"What is Rorys real name in the TV series Gilmore Girls?
",Emily,Ronda,Lorelai,Samantha,Lorelai
3027,"What is the name Sookies husband played by actor Jackson Douglas on Gilmore Girls?
",Taylor Doose,Jackson Melville,Luke Danes,Kirk,Jackson Melville
3028,"Who has Rory not been in a relationship with on the show Gilmore Girls?
",Jess Mariano,Tristan DuGrey,Logan Huntsburger,Dean Forester,Tristan DuGrey
3029,"Who has Lorelai not been in a relationship with in the series Gilmore Girls?
",Max Medina,Luke Danes,Christopher Hayden,Taylor Doose,Taylor Doose
3030,"What fictional city do Gilmore Girls characters Lorelai and Rory live in?
","Stars Hallow, CT","Stars Hollow, VT","Vernon, CT","Hartford, CT","Stars Hallow, CT"
3031,"How are Hope Brady and Julie Williams related?
",Julie is Hopes stepmother.,Julie is Hopes sister and stepmother,Julie and Hope are cousins,Julie is Hopes sister.,Julie is Hopes sister and stepmother
3032,"Why did Julie marry Bob Anderson?
",The was on the rebound after her husband died,She was in love,She was pregnant with his child,The man she loved was married to someone else,The man she loved was married to someone else
3033,"Who is the father of David Banning?
",Doug Williams,David Martin,Scott Banning,No one knows,David Martin
3034,"Who was Mike Hortons first sexual experience with?
",Linda Patterson Phillips,Margo Anderman Horton (his wife),Trish Clayton,Carrie Brady,Linda Patterson Phillips
