,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
1948,"What do customers get free when they filled up at Captain Spauldings in the horror film House of 1000 Corpses?
",Califlower,Crisps,Cheese,Chicken,Chicken
1949,"Which character from the movie House of 1000 Corpses was made into Fish Boy?
",Brian,Barry,Bob,Bill,Bill
1950,"In the film House of 1000 Corpses, what were Grandpa and Otis watching on the TV when the police arrived?
",Roswell,Buffy the Vampire Slayer,The Munsters,Miami Vice,The Munsters
1951,"What cereal was Tiny eating in the horror film House of 1000 Corpses?
",Agatha Crispies,Coco Pops,Rice Crispies,Frosties,Agatha Crispies
1952,"Did the action in the movie House of 1000 Corpses start on the night before Halloween of 1977?
",Yes,No,,,Yes
1953,"Which film company released the movie House of 1000 Corpses?
",Paramount,MGM,Walt Disney,Lion Gate Films,Lion Gate Films
1954,"Which of these is the sequel to the 2003 movie House of 1000 Corpses?
",The Devils Rejects,Devils Advocate,House of 2000 Corpses,Devils in Disguise,The Devils Rejects
1955,"Its 106 miles to Chicago, weve got a full tank of gas, half a pack of cigarettes, its dark, and were wearing sunglasses sets the pace for this John Landis movie. Although the heroes of this movie are chased by policemen, firemen, The Good Ole Boys, and the Illinois National Guard, you never doubt their success because as one character explains, Were on a mission from God. What is the first name of Jake Joliet  Blues brother?
",Elwood,Curtis,Blue Lou,Duck,Elwood
1956,"This Alfred Hitchcock movie has some of the most memorable chase scenes in movie history including a scene where Cary Grant is chased by a crop duster. Which Hitchcock movie ends with a climatic chase across the face of Mt. Rushmore?
",North by Northwest,Spellbound,Suspicion,Rope,North by Northwest
1957,"This character may have forgotten his name but he remembered how to drive. His girlfriend, 
",Jason Bourne,"Bond, James Bond",Mad Max,Jason Bourne,"ayed by Franka Potente, didnt realize what a ride she was in for when he advised Buckle up. What was the name of the character who drove the streets of Paris in a Austin mini?"
1958,"In a 1982 movie, Mel Gibson played a post-apocalyptic warrior named Mad Max. In what movie does Mad Max lead a convey driving a fuel-oil semi MACK truck chased by gasoline pirates?
",Gone in Sixty Seconds,Convey,The Road Warrior,Thunderdome,The Road Warrior
1959,"In what California area was the 1982 film Poltergeist primarily shot?
",Hollywood,Aqoura Hills,Laguna Beach,Ft Lauderdale,Aqoura Hills
1960,"The 1978 movie Halloween is set in the real town of Haddonfield, NJ.
",True,False,,,False
1961,"What is the name of the fictional town, which is the setting of the 1956 movie Invasion of the Body Snatchers?
",Sierra Madre,Santa Maria,Santa Mira,Ponce De Leon,Santa Mira
1962,"In the 2005 remake of The House of Wax, the wax museum was located in the real town of Ambrose, Louisiana.
",True,False,,,False
1963,"What is the name of the mansion in the 1940 movie Rebecca?
",Mandaly,Manchester,Manderly,Morgan,Manderly
1964,"In the 1984 film Nightmare on Elm Street, Nancys house was really on Elm Street.
",True,False,,,False
1965,"What is the name of the fictional hotel that delinquents are sent to clean up in the 2006 movie See No Evil?
",Yorktown,Holsten,Blackwell,Seville,Blackwell
1966,"What popular Texas city was The Texas Chainsaw Massacre filmed in?
",San Antonio,Houston,Austin,Dallas,Austin
1967,"The movie A Clockwork Orange was set  in Scotland in the year 2005, as imagined in 1965.
",True,False,,,False
1968,"Where was daredevil performer Steve-O from Jackass: The Movie born?
","Wimbledon, London","Los Angeles, California","Conway, Arkansas","Ontario, Canada","Wimbledon, London"
1969,"What bands music videos has Jackass director Jeff Tremaine also directed?
",Disturbed,Sister Sledge,Turbonegro,CKY,Turbonegro
1970,"In Jackass: The Movie, when Johnny Knoxville is dressed as the old man and he is shoplifting he says that he was once the lover of which one of these people?
",Lon Cheney,Cary Grant,Greta Garbo,Anne Francis,Lon Cheney
1971,"Is Bruce Vito the uncle of professional skateboarder Bam Margera, who is famous as a member of the Jackass crew?
",No,Yes,,,No
1972,"Jackass star Dave England has only one of which of the following body parts?
",Big toe,Testicle,Arm,Eye,Testicle
1973,"Finish these lyrics from the song Karazy performed by Jackass star Chris Pontius:
",Im feelin lazy,Im feelin Phrasy,Im feelin lazy,Im smelling daisies,"u think you know Karate, well I know Karazy, Im always Rockin and Rollin except when __________."
1974,"What does Brandon DiCamillo, the stuntman from Jackass: The Movie, specialize in?
",Running naked,Doing impressions,Getting hurt,Jumping in elephant poo,Doing impressions
1975,"Im gonna make him an offer he cant refuse is a quote from the 1972 movie The Godfather. What actor delivered the line?
",Robert De Niro,Marlon Brando,Robert Duvall,Al Pacino,Marlon Brando
1976,"Which character from the Star Wars saga first used the words May the Force be with you?
",Princess Leia Organa,Darth Vader,Obi-Wan Kenobi,Luke Skywalker,Obi-Wan Kenobi
1977,"What legendary Hollywood actress uttered the following lines in the 1981 movie On Golden Pond: Listen to me, mister. Youre my knight in shining armor. Dont you forget it. Youre going to get back on that horse, and Im going to be right behind you, holding on tight, and away were gonna go, go, go!?
",Greta Garbo,Marlene Dietrich,Katharine Hepburn,Audrey Hepburn,Katharine Hepburn
1978,"From what famous movie is the quote Im the king of the world!?
",Titanic,Rocky,Raging Bull,Jerry Maguire,Titanic
1979,"From what movie directed by Stanley Kubrick is the quote Heres Johnny!?
",2001: A Space Odyssey,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Lolita,The Shining,The Shining
1980,"What popular movie villain uttered the words A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti?
",Nurse Ratched,Hannibal Lecter,Cruella de Vil,Dracula,Hannibal Lecter
1981,"In what movie did Robert De Niro deliver the famous line You talkin to me??
",Taxi Driver,"The Godfather, Part II",The Deer Hunter,Raging Bull,Taxi Driver
1982,"Which of the characters from the 1939 movie The Wizard of Oz says the phrase Theres no place like home?
",The Cowardly Lion,The Scarecrow,Dorothy,The Tin Man,Dorothy
1983,"What actor said the popular line Mama always said life was like a box of chocolates. You never know what youre gonna get in an Oscar-winning 1994 movie?
",Sean Penn,Leonardo DiCaprio,Dustin Hoffman,Tom Hanks,Tom Hanks
1984,"From which of the Terminator movies is the popular catchphrase Hasta la vista, baby?
",Terminator 3: Rise of the Machines,Terminator 2: Judgment Day,The Terminator,All of these,Terminator
1985,"This film, directed by Alfred Jackson, was released by Disney on December 21, 1937 and featured Billy Gilbert as Sneezy.
",Snow White and the Seven Dwarfs,Song of the South,Rose Red and Rose White,Gullivers Travels,Snow White and the Seven Dwarfs
1986,"The flip book was an early attempt at animation. It was a book of stills that, when flipped, showed motion. When was this book first patented?
",1868,1834,1899,1789,1868
1987,"The use of puppets for animation was first developed in this country.
",Spain,Italy,Russia,Belgium,Russia
1988,"In this type of animation, a real, physical object is photographed. It is then moved very slightly and photographed again. Playing the series of frames as a continuous sequence, creates the illusion of motion.
",phyicratic  animation.,stop motion animation,CGI generation I animation,frazinothrope animation,stop motion animation
1989,"This word is used  to signify a style of animation developed and advanced by Japanese animators.
",nimthal,phoeme,mangal,anime,anime
1990,"Did Colonel Billy Mitchell appear in a Walt Disney full length animated film?
",No,Yes,,,Yes
1991,"In 1954 a British group released a full length animated version of this George Orwell novel.
",Animal Farm,In the Trenches,Down and Out in London and Paris,1984,Animal Farm
1992,"What educational, non-fiction full length animated film was released in 1957?
",Inside the Atom,Young Abe,George Washington and the Revolution,Hemo the Magnificent,Hemo the Magnificent
1993,"The first African-American man to get an Academy Award was an actor in a Disney animated movie.
",True,False,,,True
1994,"1973 saw the release of this full length animated film which featured the great actress Agnes Moorehead.
",The Voyage of Sinbad,Just the Mouse,Charlottes Web,The Jetsons on Vacation,Charlottes Web
1995,"What Robert Zemeckis movie was released in 1988?
",Who Killed Roger Rabbit,Toon Patrol,Return to Oz,Who Framed Roger Rabbit,Who Framed Roger Rabbit
1996,"Steven Spielbergs wife, Kate Capshaw, provided the singing voice of Jessica, the female lead in the movie about Roger Rabbit.
",True,False,,,False
1997,"Mae Questel was one of the voice actors in the movie about Roger Rabbit. What is untrue about her?
",She was the voice of Red Riding Hood in 1943s Red Hot Riding Hood.,She was the voice of Popeye.,She was the voice of Betty Boop.,She was the voice of Olive Oyl.,She was the voice of Red Riding Hood in 1943s Red Hot Riding Hood.
1998,"Which of these actors did not appear in Woody Allens 1977 comedy movie Annie Hall?
",Diane Keaton,Woody Allen,Jack Nicholson,Sigourney Weaver,Jack Nicholson
1999,"What Academy Award-winning actor starred in the 1967 comedy movie The Graduate?
",Robert De Niro,All of these,Jack Nicholson,Dustin Hoffman,Dustin Hoffman
2000,"What is the name of the fish from the title of the 1988 comedy movie starring John Cleese?
",Wanda,Wilma,Susan,Betty,Wanda
2001,"What kind of animal is Baby from the 1938 comedy movie Bringing Up Baby?
",Leopard,Elephant,Polar bear,Deer,Leopard
2002,"What is the name of Eddie Murphys character in the 1984 comedy movie Beverly Hills Cop?
",Douglas Todd,Victor Maitland,Axel Foley,Mikey Tandino,Axel Foley
2003,"What is the difference between Felix and Oscar from the 1968 movie The Odd Couple?
","Oscar loves animals, and Felix loves hunting.","Felix is a playboy, and Oscar is very shy.","Oscar is wealthy, and Felix is dirt-poor.","Felix is a neatfreak, and Oscar is a pig.","Felix is a neatfreak, and Oscar is a pig."
2004,"What actress portrays Sally in the 1989 romantic comedy movie When Harry Met Sally...?
",Meg Ryan,Melanie Griffith,Jodie Foster,Julia Roberts,Meg Ryan
2005,"What does Professor Julius Kelp transform into in the 1963 comedy movie The Nutty Professor?
",A voluptuous woman,A dog,A smooth womanizer,A hamster,A smooth womanizer
2006,"In which city is the apartment from the 1960 comedy movie The Apartment located?
",Rome,London,New York City,Paris,New York City
2007,"What historical figure does Charlie Chaplin satirize in his 1940 comedy movie The Great Dictator?
",Benito Mussolini,Adolf Hitler,Napoleon Bonaparte,All of these,All of these
2008,"In the movie Friday the 13th, when Annie is trying to get to Camp Crystal Lake she stops at a small cafe to ask for direction. How far do they tell her the lake is from there?
",15 miles,20 miles,25 miles,10 miles,20 miles
2009,"When Enos drops Annie off at the crossroads in the film Friday the 13th, how far does she walk to get to Camp Crystal Lake?
",5 miles,10 miles,none of these,15 miles,none of these
2010,"In the movie Friday the 13th, when Alice discovers a snake in the cabin and yells for Bill, what does Bill stop doing to come help her?
",swimming,chopping wood,painting,chopping weeds,chopping weeds
2011,"In the movie Friday the 13th, just before Steve heads back to the camp he is at a little cafe. What is the name of the waitress that is working there?
",Joan,Mary,Catherine,Sandy,Sandy
2012,"Just before Bill gets killed in Friday the 13th, he is walking along the lake and whistling. What is the number on the jersey he is wearing?
",81,86,94,88,88
2013,"In Friday the 13th, we see Alice, Bill and Brenda playing a game of Strip Monopoly. Who won the game?
",Brenda,Bill,Alice,Nobody won.,Nobody won.
2014,"In the movie Friday the 13th, when Alice and Bill went to check the generator, it was raining. What color were their raincoats?
",green and yellow,blue and yellow,red and yellow,red and green,red and yellow
2015,"According to the movie Friday the 13th, what year was Camp Crystal Lake established?
",1957,1979,1942,1935,1935
2016,"Ok Im ending it with an easier question. What was unique about the day she killed everyone in 1979?
",friday the 13th,the day Jason drowned,Jasons birthday,her birthday,Jasons birthday
