,Questions,answer_A,answer_B,answer_C,answer_D,Correct_answer
1995,"What movie brought Henry Fonda his first Golden Globe Award?
",The Grapes of Wrath,12 Angry Men,The Cheyenne Social Club,On Golden Pond,On Golden Pond
1996,"Jane Fonda was an outspoken critic of which war?
",WWI,The Vietnam war,The Korean war,WWII,The Vietnam war
1997,"This granddaughter of Henry Fondas is an actress herself.
",Katherine,Bridget,Bethany,Candace,Bridget
1998,"Henry Fonda had a lifelong friendship with which of these actors?
",John Wayne,Gregory Peck,Johnny Carson,Jimmy Stewart,Jimmy Stewart
1999,"How many times was Henry Fonda married?
",5,2,3,4,5
2000,"How old was Angelina Jolie when she started to cut herself along with her boyfriend?
",15,16,14,13,14
2001,"Angelina Jolie had a sexual relationship with her Foxfire co-star Jenny Shimizu.
",False,True,,,True
2002,"Where was Angelina Jolie born?
","Long Beach, CA",London,"Los Angeles, CA",Canada,"Los Angeles, CA"
2003,"Angelina Jolie was 5 years old when her parents divorced.
",False,True,,,False
2004,"Jolie is actually Angelina Jolies middle name.
",False,True,,,True
2005,"As a child, Angelina Jolie wanted to become what?
",funeral Director,ballet dancer,bunny,fairy,funeral Director
2006,"Right after filming the movie Gia, Angelina Jolie quited acting for how long?
",7 months,8 months,6 months,2 months,6 months
2007,"The letter H, tattooed on Angelina Jolies left wrist, stands for what?
",Hungry,both Haven and Hutton,Heaven,Hutton,both Haven and Hutton
2008,"Which of these actors was originally offered the role of Detective John Kimble in the 1990 comedy Kindergarten Cop?
",Bill Murray,Chevy chase,Clint Eastwood,Chuck Norris,Bill Murray
2009,"The 1996 film Jingle All the Way was based on the obsession with these toys in the 80s?
",Cabbage Patch Dolls,Beanie Babies,Nintendo Entertainment System,Rubiks Cube,Cabbage Patch Dolls
2010,"What is the name of the toy that Arnold Schwarzeneggers character is after in the 1996 comedy Jingle All the Way?
",Kung Fu Gangster,Ultraman,Turbo Man,Space Ranger,Turbo Man
2011,"Arnold Schwarzenneger and Danny DeVito were originally offered to star in this 1991 film before starring in Twins.
",Uncle Buck,Mr. Nanny,Lethal Weapon,Suburban Commando,Suburban Commando
2012,"Arnold Schwarzenegger co-starred in Jingle All the Way with funnyman Eddie Murphy.
",True,False,,,False
2013,"Meg Ryan was born on this date in Fairfield, Connecticut.
","November 18, 1961","October 19, 1961","November 19, 1961","November 19, 1962","November 19, 1961"
2014,"What is Meg Ryans full birth name?
",Susan Ryan Jordan,Margaret Mary Emily Hyra,Margaret Emily Jordan,Karen Emma Walden,Margaret Mary Emily Hyra
2015,"Meg Ryan had a relationship followed by a marriage with actor Randy Quaid.
",False,True,,,False
2016,"Which of the following pairs of movies star both Meg Ryan and Tom Hanks?
",Youve Got Mail and I.Q.,Joe Versus the Volcano and Youve Got Mail,Joe Versus the Volcano and Courage Under Fire,I.Q. and Addicted to Love,Joe Versus the Volcano and Youve Got Mail
2017,"Meg Ryan was in what daytime drama from 1982 to 1984?
",The Young and the Restless,As the World Turns,Another World,Days Of Our Lives,As the World Turns
2018,"Meg Ryan has an asteroid named after her.
",True,False,,,True
2019,"Meg Ryan played the niece of Albert Einstein in what 1994 romantic comedy?
",When a Man Loves a Woman,French Kiss,Prelude to a Kiss,I.Q.,I.Q.
2020,"Did Meg Ryan turn down the role of Catherine Tramell in Basic Instinct?
",Yes,No,,,Yes
2021,"How old was Meg Ryan when she made her first television commercial?
",21,7,16,18,18
2022,"When and to what parents was actor Edward Norton born?
","August 18, 1979 to a banker and a history professor","August 18, 1969 to a teacher and a lawyer","August 18, 1974 to an insurance salesman and a doctor","August 18, 1964 to a doctor and a teacher","August 18, 1969 to a teacher and a lawyer"
2023,"Edward Nortons grandfather was the developer who designed the city of Columbia, Maryland.
",False,True,,,True
2024,"From which college did actor Edward Norton graduate?
",Harvard,New York University,Yale University,Columbia University,Yale University
2025,"Actor Edward Norton joined a theater group called The Signature Players that produced plays written by which great playwright?
",Edward Albee,Tennessee Williams,Eugene ONeil,David Mamet,Edward Albee
2026,"In which of these films was Edward Nortons first major role?
",Destination Anywhere,The Juror,Primal Fear,Deconstructing Harry,Primal Fear
2027,"For which movie did Edward Norton put on 30 pounds to make himself look more dangerous?
",The People vs. Larry Flynt,Destination Anywhere,American History X,Fight Club,American History X
2028,"In which movie did Edward Norton play a poker hustler?
",The Life of Aaron Stampler,Oceans Eleven,Rounders,Fight Club,Rounders
2029,"In which of these movies did Edward Norton sing?
",Kingdom of Heaven,The Score,The Days of Song,Death to Smoochy,Death to Smoochy
2030,"Which was the first movie that Edward Norton directed, produced and acted in?
",The Score,Keeping the Faith,Kingdom of Heaven,Frida,Keeping the Faith
2031,"In which movie does Edward Norton play a thief who tries to double-cross his partner (played by Robert De Niro)?
",The Destination,The Score,Rounders,Lost in moment,The Score
2032,"Rapper Bow Wow, who released his first album at the age of 13, starred in which 2005 movie?
",Boyz in The Hood,Like Mike,Johnson Family Vacation,Roll Bounce,Roll Bounce
2033,"In 2002, rapper and actor Mos Def starred in what Pulitzer Prize-Winning Broadway play?
",Something The Lord Made,The Woodson,God Bless The Child,Topdog/Underdog,Topdog/Underdog
2034,"Which 2001 comedy-romance film starred Gabrielle Union as Conny Spalding?
",Bad Boys 2,Two Can Play That Game,The Brothers,Deliver Us from Eva,Two Can Play That Game
2035,"The members of boy band B2K played in which movie, directed by Chris Stokes?
",You Got Served,Bebes Kids,House Party 3,Fat Albert,You Got Served
2036,"LisaRaye portrayed Diana Armstrong/Diamond in what 1998 film?
",One On One,The Players Club,Strippers on The Floor,All of Us,The Players Club
2037,"Halle Berry co-starred with Pen茅lope Cruz in which 2003 horror movie?
",Soul Food,Ghost Ship,Gothika,House On The Haunted Hill,Gothika
2038,"In what movie does Queen Latifah play a speed demon?
",Taxi,Movin Half Past,Living Color,Beauty Shop,Taxi
2039,"In this 1997 action movie, Vivica A. Fox co-stars with Will Smith.
",Why Do Fools Fall In Love,Independence Day,Two Can Play That Game,Booty Call,Independence Day
2040,"Ludacris appeared in which hip-hop-styled film, featuring Snoop Dogg, Dr. Dre, Xzibit and DJ Pooh?
",The Wash,Hustle And Flow,Crash,Yeah,The Wash
2041,"What renowned film director did actor Vincent DOnofrio play in 1994s film, Ed Wood?
",John Ford,Cecil B. Demille,Orson Welles,Alfred Hitchcock,Orson Welles
2042,"How much weight did Vincent DOnofrio gain to play his break out role of Private Gomer Pyle in Stanley Kubricks Full Metal Jacket?
",60 pounds,80 pounds,50 pounds,70 pounds,70 pounds
2043,"What year was Vincent DOnofrio Born?
",1962,1960,1959,1961,1959
2044,"An Academy Award winning Actress thanked Vincent DOnofrio in her acceptance speech.
",False,True,,,True
2045,"Vincent DOnofrio starred as pulp writer Robert E. Howard in the film The Whole Wide World with Renee Zelleweger. What heroic fictional character was Howards most famous creation?
",Mike Hammer,Will Parry,Conan,Luke Skywalker,Conan
2046,"What was the first film Vincent DOnofrio acted in?
",The First Turn On!,Adventures in Babysitting,Mystic Pizza,Full Metal Jacket,The First Turn On!
2047,"Vincent DOnofrio co-starred in Men In Black II with Will Smith and Tommy Lee Jones.
",True,False,,,False
2048,"In which Law  Order show has Vincent DOnofrio starred?
",Special Victims Unit (SVU),Law  Order (the Original),Life on the Streets,Criminal Intent,Criminal Intent
2049,"Nicole Simpson and Ronald Goldman were stabbed several times in front of their L.A. home on June 12, 1994. Who was found guilty of the crime?
",No one,O.J. Simpson,The Night Stalker,Walter Payton,No one
2050,"What was John Ritters birth name?
",None of these,Johnathan Southworth Ritter,John Ritter,John Southworth Ritter,Johnathan Southworth Ritter
2051,"What was John Ritters major in college?
",architecture,psychology,drama,pre-med,psychology
2052,"Which of these movies was John Ritter in?
",Sling Blade,All of these,Hearts Afire,Problem Child,All of these
2053,"John Ritter was married more than once.
",True,False,,,True
2054,"How many children did John Ritter have?
",4,3,none,1,4
2055,"John Ritter died in the same hospital in which he was born.
",False,True,,,True
2056,"John Ritters wife filed a $5 million wrongful death suit against the radiologist and cardiologist that diagnosed him.
",False,True,,,False
2057,"Ronnie Van Zant, a founding member of the Southern rock band Lynyrd Skynyrd, died in a tragic incident involving what?
",A vehicle,An airplane,Drowning,Skiing,An airplane
2058,"Lynyrd Skynyrds three disc set, released in 1991, was simply titled Box Set.
",False,True,,,True
2059,"Johnny and Ronnie Van Zants brother, Donnie, is the founder of .38 Special -- an American rock band.
",False,True,,,True
2060,"Comedic actor Jonathan Harshman Winters was born in Dayton, Ohio on what date?
","November 11, 1920","November 11, 1936","November 11, 1929","November 11,1925","November 11,1925"
2061,"Where did Jonathan Winters meet his wife, Eileen Schauder?
",at Kenyon College.,"at a bowling alley in Springfield, Ohio.",at the Dayton Art Institute.,"in Gambier, Ohio.",at the Dayton Art Institute.
2062,"Jonathan Winters portrayed character Fats Brown in an episode of which fantasy TV series?
",The Sixth Sense,The Dead Man,Alfred Hitchcock Presents,The Twilight Zone,The Twilight Zone
2063,"This 1955 show, which was a summer replacement of The George Gobel Show, featured comedian Jonathan Winters.
",Davis Rules,And Heres the Show,The Davis  Family,Hang Ups,And Heres the Show
2064,"In a 2005 interview on XM radio this actor, host of the TV program Kids Say the Darndest Things, called Jonathan Winters The King.
",Bill Cosby,Steve Martin,Rodney Dangerfield,Buddy Hackett,Bill Cosby
2065,"Which of these movies did not feature comic actor Jonathan Winters?
",Moon Over Parador  1988,The Shadow  1994,The Adventures of Rocky and Bullwinkle 2000,"Hollywood, Hollywood  1989","Hollywood, Hollywood  1989"
2066,"This character, portrayed by comic Jonathan Winters, was a seemingly sweet old lady with a sharp tongue.
",Jane Davis,Maudie Frickert,Mary Glenworthy,Henrietta Glenworthy,Maudie Frickert
2067,"In this movie, based on a novel by Evelyn Waugh, Jonathan Winters played the roles of Henry Glenworthy and Rev. Wilbur Glenworthy.
",The Loved One,"Its a Mad, Mad, Mad, Mad World",Stand -Up,"The Russians Are Coming, the Russians Are Coming",The Loved One
2068,"In this situational comedy, Jonathan Winters appeared as the infant son of the character, played by Robin Williams.
",Family Matters,Home Improvement,Gilligans Island,Mork and Mindy,Mork and Mindy
2069,"She was born in December of 1945 in Honolulu, Hawaii.
",Beverly Sills,Barbra Streisand,Bette Midler,Madonna,Bette Midler
2070,"She was born in April of 1942 and throughout her life, she has been a liberal political activist.
",Barbra Streisand,Bette Midler,Madonna,Beverly Sills,Barbra Streisand
2071,"She won 4 Grammy Awards in the period 1994-1991, an Emmy Award in 1992, and a Tony Award in 1974.
",Barbra Streisand,Bette Midler,Beverly Sills,MaDonna,Bette Midler
2072,"She is known as the Queen of Pop.
",Madonna,Beverly Sills,Barbra Streisand,Bette Midler,Madonna
2073,"She was born in May of 1929 and was famous for her coloratura soprano roles in opera.
",Madonna,Barabra Streisand,Beverly Sills,Bette Midler,Beverly Sills
2074,"She co-hosted The View in 2006 during Best Friends week as a Best Friend of Barbara Walters.
",Beverly Sills,Barbra Streisand,Madonna,Bette Midler,Beverly Sills
2075,"She was named after a famous film actress (who her mom admired), although the name is pronounced differently.
",Madonna,Beverly Sills,Bette Midler,Barbra Streisand,Bette Midler
2076,"She attended Erasmus Hall High School as a teenager, where she sang in the choir with Neil Diamond.
",Madonna,Bette Midler,Beverly Sills,Barbra Streisand,Barbra Streisand
2077,"She shared her 1968 Academy Award for Best Actress with Katherine Hepburn.
",Barbra Streisand,Madonna,Beverly Sills,Bette Midler,Barbra Streisand
2078,"In 2001, the Guinness Book of World Records recognized her as the most successful female musician.
",Beverly Sills,Bette Midler,Madonna,Barbra Streisand,Madonna
2079,"When was actor Jim Carrey born?
","January 17, 1962","October 2, 1965","February 21, 1970","June 15, 1960","January 17, 1962"
2080,"What year did Jim Carrey win his first Golden Globe?
",2005,2000,2002,1999,1999
2081,"What is Jim Carreys real name?
",Jim Eugene Carrey,Jon Eugene Carrey,James Eugene Carrey,Jake Eugene Carrey,James Eugene Carrey
